epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
62,211.034,1.39117,2.57643,1.50885,0.48727,0.22977,0.29086,0.14312,1.38256,3.29349,1.46208,0.0003961,0.0003961,0.0003961
63,214.436,1.23462,2.22706,1.40532,0.46532,0.23016,0.30624,0.15385,1.42157,2.40462,1.50002,0.0003862,0.0003862,0.0003862
64,217.819,1.344,1.99606,1.49449,0.31875,0.33333,0.22094,0.09955,1.44761,2.46174,1.53338,0.0003763,0.0003763,0.0003763
65,221.166,1.23489,2.00467,1.37375,0.27938,0.41667,0.19659,0.08442,1.44707,2.88125,1.51038,0.0003664,0.0003664,0.0003664
66,224.504,1.14839,1.99856,1.34046,0.31699,0.25397,0.18142,0.09551,1.36508,2.92088,1.44264,0.0003565,0.0003565,0.0003565
67,227.912,1.23403,1.99068,1.43439,0.46926,0.2469,0.26934,0.13626,1.4279,2.4178,1.47932,0.0003466,0.0003466,0.0003466
68,231.267,1.35675,2.14122,1.47486,0.37098,0.2867,0.26727,0.11698,1.65382,2.2549,1.66281,0.0003367,0.0003367,0.0003367
69,234.635,1.43689,2.31632,1.48483,0.59685,0.12698,0.25245,0.12707,1.53911,2.16198,1.57513,0.0003268,0.0003268,0.0003268
70,238,1.37278,2.11556,1.46201,0.34817,0.41667,0.23126,0.1259,1.44361,2.33026,1.50746,0.0003169,0.0003169,0.0003169
71,241.34,1.16652,1.67666,1.42317,0.43763,0.2917,0.25937,0.13288,1.38603,2.38241,1.47915,0.000307,0.000307,0.000307
72,244.742,1.11687,1.89953,1.34614,0.37042,0.27435,0.25008,0.1343,1.28113,2.33679,1.44169,0.0002971,0.0002971,0.0002971
73,248.153,1.15657,2.18872,1.38093,0.39643,0.23761,0.2767,0.15155,1.24534,2.39569,1.41595,0.0002872,0.0002872,0.0002872
74,251.631,1.14047,1.9949,1.29736,0.30458,0.3373,0.23288,0.138,1.26051,2.9762,1.4195,0.0002773,0.0002773,0.0002773
75,254.977,1.3607,2.482,1.48312,0.31166,0.39286,0.19179,0.10634,1.25718,3.98846,1.41569,0.0002674,0.0002674,0.0002674
76,258.462,1.09361,1.70874,1.30755,0.34104,0.33217,0.20765,0.11274,1.29593,2.84111,1.42916,0.0002575,0.0002575,0.0002575
77,261.811,1.39609,2.18532,1.50102,0.28585,0.31749,0.21263,0.11298,1.30749,2.59947,1.44249,0.0002476,0.0002476,0.0002476
78,265.156,0.99786,1.76808,1.19651,0.63804,0.11905,0.21318,0.11074,1.34177,2.50634,1.45828,0.0002377,0.0002377,0.0002377
79,268.488,1.08735,1.47649,1.29852,0.28078,0.3373,0.22523,0.10881,1.33468,2.41239,1.43986,0.0002278,0.0002278,0.0002278
80,271.844,1.37762,2.11966,1.52541,0.35627,0.23465,0.2318,0.11772,1.33944,2.45721,1.41367,0.0002179,0.0002179,0.0002179
81,275.233,1.22779,1.7931,1.46057,0.33669,0.37856,0.21571,0.1173,1.31904,2.45175,1.41104,0.000208,0.000208,0.000208
82,278.624,1.17445,1.7189,1.39129,0.36343,0.34054,0.21899,0.11195,1.35976,3.18714,1.43904,0.0001981,0.0001981,0.0001981
83,282.037,1.07697,1.62527,1.27819,0.28243,0.3373,0.19047,0.10342,1.45797,3.01896,1.52862,0.0001882,0.0001882,0.0001882
84,285.514,1.15508,1.87137,1.37193,0.28503,0.33398,0.21324,0.11403,1.49138,3.24704,1.57449,0.0001783,0.0001783,0.0001783
85,288.91,1.15126,1.76574,1.33313,0.29923,0.39286,0.23507,0.12657,1.45926,3.16733,1.51797,0.0001684,0.0001684,0.0001684
86,292.234,0.9594,1.54463,1.13462,0.27861,0.47222,0.23158,0.13036,1.4065,2.87022,1.47033,0.0001585,0.0001585,0.0001585
87,295.595,1.12578,1.83916,1.35218,0.28116,0.41354,0.22027,0.12575,1.38851,2.7629,1.45896,0.0001486,0.0001486,0.0001486
88,298.957,1.02402,1.62582,1.23243,0.30987,0.24983,0.26569,0.15179,1.41354,2.50452,1.47373,0.0001387,0.0001387,0.0001387
