epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,5.20138,1.98873,22.9728,1.8277,0.36298,0.25068,0.19362,0.08178,2.02232,21.4605,1.81461,0.080425,0.000197727,0.000197727
2,9.43943,1.88503,15.2654,1.79324,0.38963,0.24308,0.26298,0.13085,1.92902,15.5983,1.94867,0.0606211,0.00039379,0.00039379
3,13.4371,1.89447,14.397,1.77375,0.42586,0.29004,0.22044,0.11145,1.76699,21.548,1.78009,0.0408132,0.000585892,0.000585892
4,17.6656,1.99497,14.2746,1.88305,0.65656,0.18127,0.14923,0.05543,2.20963,30.3494,2.25273,0.0210013,0.000774035,0.000774035
5,22.0255,1.9992,13.7274,1.89994,0.45733,0.16265,0.23976,0.07969,2.1429,18.7713,2.09454,0.00118549,0.000958217,0.000958217
6,25.9204,1.90185,13.3147,1.79922,0.54881,0.28003,0.23105,0.11133,2.03146,18.0511,2.10608,0.0009505,0.0009505,0.0009505
7,29.9376,1.81681,11.8815,1.74053,0.46337,0.27194,0.27469,0.14324,1.87292,13.4645,1.91513,0.0009406,0.0009406,0.0009406
8,33.8004,1.7575,11.8407,1.68622,0.82649,0.24418,0.28871,0.11692,2.16048,16.0834,2.1271,0.0009307,0.0009307,0.0009307
9,37.6254,1.7034,11.0942,1.67071,0.83451,0.19167,0.23499,0.11722,1.84691,15.3977,1.90335,0.0009208,0.0009208,0.0009208
10,41.4102,1.7333,10.9829,1.66181,0.56613,0.39204,0.32513,0.15842,1.92764,14.0769,1.93084,0.0009109,0.0009109,0.0009109
11,45.4325,1.69589,10.6242,1.66867,0.75141,0.28064,0.34101,0.18395,1.844,12.0137,1.7925,0.000901,0.000901,0.000901
12,49.2954,1.72345,10.5467,1.64144,0.58219,0.2772,0.27884,0.15493,1.7844,13.3033,1.80453,0.0008911,0.0008911,0.0008911
13,53.0566,1.66379,10.3829,1.63245,0.46913,0.3771,0.30459,0.16625,1.83044,12.1944,1.83887,0.0008812,0.0008812,0.0008812
14,56.8451,1.69237,10.1394,1.65891,0.59981,0.29044,0.30745,0.16218,1.75323,12.4739,1.76588,0.0008713,0.0008713,0.0008713
15,60.6165,1.66461,10.2119,1.67759,0.57071,0.29532,0.28318,0.13448,1.9617,13.8873,1.94329,0.0008614,0.0008614,0.0008614
16,64.3889,1.58945,9.48073,1.60447,0.70984,0.28954,0.3322,0.17292,1.75202,12.8141,1.73285,0.0008515,0.0008515,0.0008515
17,68.1932,1.64336,9.92775,1.62757,0.64372,0.41919,0.32849,0.17865,1.73398,11.0487,1.72898,0.0008416,0.0008416,0.0008416
18,72.0116,1.56301,9.12261,1.54331,0.49757,0.43415,0.33126,0.17773,1.78842,10.8165,1.7539,0.0008317,0.0008317,0.0008317
19,75.8114,1.61234,9.3034,1.55451,0.65033,0.34282,0.32695,0.16444,1.8727,11.129,1.85809,0.0008218,0.0008218,0.0008218
20,79.7025,1.52394,8.88574,1.55022,0.67046,0.34684,0.35252,0.17486,1.85245,11.0249,1.88714,0.0008119,0.0008119,0.0008119
21,83.5857,1.51581,8.86192,1.5532,0.68311,0.39223,0.40447,0.20816,1.82222,11.469,1.83154,0.000802,0.000802,0.000802
22,87.4123,1.50628,8.60111,1.54296,0.7045,0.35399,0.36709,0.18431,1.79396,11.13,1.78202,0.0007921,0.0007921,0.0007921
23,91.5814,1.4816,8.37801,1.54369,0.6714,0.40249,0.41507,0.23068,1.75359,10.1913,1.76377,0.0007822,0.0007822,0.0007822
24,95.3432,1.45743,8.4475,1.51223,0.70329,0.42328,0.38686,0.20204,1.69639,10.3392,1.70158,0.0007723,0.0007723,0.0007723
25,98.9351,1.49178,8.69819,1.49232,0.63404,0.37055,0.3483,0.2007,1.6755,12.3793,1.69795,0.0007624,0.0007624,0.0007624
26,102.937,1.4713,8.29328,1.51962,0.754,0.28153,0.35216,0.19832,1.64737,11.0671,1.67672,0.0007525,0.0007525,0.0007525
27,106.759,1.44895,7.77098,1.48034,0.66183,0.47041,0.44808,0.23045,1.80821,9.93252,1.78947,0.0007426,0.0007426,0.0007426
28,110.534,1.4446,8.49795,1.50559,0.74353,0.31761,0.35546,0.19168,1.69543,10.8523,1.70119,0.0007327,0.0007327,0.0007327
29,114.111,1.4425,7.86653,1.49488,0.67923,0.44161,0.43761,0.24053,1.78444,9.5927,1.74984,0.0007228,0.0007228,0.0007228
30,118.286,1.43891,7.96746,1.47321,0.72343,0.40191,0.41906,0.23877,1.67289,9.8553,1.67988,0.0007129,0.0007129,0.0007129
31,122.025,1.37337,7.55766,1.44266,0.64937,0.42729,0.39188,0.21882,1.70674,10.2736,1.69379,0.000703,0.000703,0.000703
32,125.874,1.37081,7.17911,1.41729,0.6781,0.34111,0.33075,0.16845,1.7479,11.0289,1.69039,0.0006931,0.0006931,0.0006931
33,129.574,1.34698,7.18565,1.41048,0.81274,0.327,0.44054,0.24497,1.66971,10.5304,1.69843,0.0006832,0.0006832,0.0006832
34,133.307,1.34503,7.27995,1.41404,0.58689,0.38754,0.39705,0.19692,1.70314,11.1258,1.72917,0.0006733,0.0006733,0.0006733
35,137.111,1.37909,7.48622,1.46343,0.56298,0.39616,0.38536,0.20986,1.698,10.3225,1.69869,0.0006634,0.0006634,0.0006634
36,140.964,1.32919,6.92715,1.38245,0.72943,0.38269,0.40965,0.23764,1.62833,9.7891,1.60897,0.0006535,0.0006535,0.0006535
37,144.831,1.33751,7.10695,1.38984,0.70574,0.47131,0.38929,0.2123,1.78724,9.74579,1.77712,0.0006436,0.0006436,0.0006436
38,148.867,1.30061,6.58756,1.3556,0.66659,0.43285,0.60476,0.3481,1.58468,8.73089,1.63398,0.0006337,0.0006337,0.0006337
39,152.723,1.33177,7.27778,1.40826,0.68405,0.44096,0.50619,0.28921,1.70592,9.32953,1.70205,0.0006238,0.0006238,0.0006238
40,156.579,1.30568,6.771,1.39075,0.59446,0.43648,0.4057,0.22601,1.71697,10.1783,1.73121,0.0006139,0.0006139,0.0006139
41,160.374,1.29915,6.89965,1.40073,0.6313,0.41393,0.46614,0.26581,1.66642,8.91687,1.65487,0.000604,0.000604,0.000604
42,164.221,1.28926,7.03271,1.38199,0.77529,0.34665,0.43897,0.24103,1.61822,9.56159,1.64073,0.0005941,0.0005941,0.0005941
43,167.998,1.28738,6.63496,1.37861,0.78385,0.38003,0.44747,0.24917,1.62872,9.40768,1.66843,0.0005842,0.0005842,0.0005842
44,171.939,1.31152,6.62135,1.37845,0.55032,0.39193,0.39096,0.22014,1.55626,10.2002,1.58666,0.0005743,0.0005743,0.0005743
45,175.776,1.27834,6.71422,1.37628,0.7766,0.42045,0.4603,0.25975,1.61938,8.95812,1.69893,0.0005644,0.0005644,0.0005644
46,179.647,1.26137,6.88487,1.37268,0.59861,0.40664,0.49365,0.27756,1.71249,9.45786,1.70339,0.0005545,0.0005545,0.0005545
47,183.508,1.2222,6.30745,1.32368,0.59776,0.41026,0.54046,0.30678,1.59642,9.00255,1.63831,0.0005446,0.0005446,0.0005446
48,187.345,1.25759,6.11065,1.33355,0.49775,0.42749,0.51851,0.28533,1.61621,10.058,1.63044,0.0005347,0.0005347,0.0005347
49,191.161,1.22482,6.12406,1.33201,0.49051,0.54498,0.54839,0.32683,1.57405,10.279,1.6249,0.0005248,0.0005248,0.0005248
50,195.128,1.27492,6.35309,1.37189,0.52419,0.55287,0.53171,0.27636,1.69664,9.89267,1.68997,0.0005149,0.0005149,0.0005149
51,198.93,1.26387,6.21254,1.37615,0.58224,0.45845,0.43401,0.26622,1.53285,8.66881,1.54656,0.000505,0.000505,0.000505
52,202.959,1.19503,5.80338,1.31177,0.7359,0.38741,0.44695,0.24047,1.7587,9.13902,1.72669,0.0004951,0.0004951,0.0004951
53,206.78,1.25776,6.29249,1.37604,0.58736,0.5105,0.54993,0.29243,1.66055,9.22596,1.65302,0.0004852,0.0004852,0.0004852
54,210.592,1.23632,6.19862,1.34181,0.73704,0.37234,0.45916,0.24522,1.67053,8.87058,1.67204,0.0004753,0.0004753,0.0004753
55,214.468,1.23474,6.07853,1.32742,0.69308,0.39776,0.4461,0.2458,1.68893,9.75607,1.68491,0.0004654,0.0004654,0.0004654
56,218.284,1.24698,6.6109,1.36374,0.74226,0.34752,0.43441,0.24685,1.66435,9.20392,1.65357,0.0004555,0.0004555,0.0004555
57,222.139,1.1931,5.95877,1.313,0.64398,0.46305,0.53646,0.2903,1.60182,9.5443,1.60351,0.0004456,0.0004456,0.0004456
58,225.928,1.2399,6.16934,1.35493,0.42235,0.64015,0.45724,0.24411,1.76015,9.91305,1.72416,0.0004357,0.0004357,0.0004357
59,229.78,1.16888,5.90173,1.30507,0.53226,0.59446,0.57607,0.30313,1.61027,8.96465,1.6193,0.0004258,0.0004258,0.0004258
60,233.575,1.16118,5.8491,1.29326,0.71012,0.41337,0.58406,0.33417,1.55215,8.48487,1.60005,0.0004159,0.0004159,0.0004159
61,237.388,1.1336,5.44963,1.28493,0.68976,0.47664,0.5018,0.29674,1.57034,8.07965,1.59207,0.000406,0.000406,0.000406
62,241.261,1.18421,5.65972,1.31954,0.62365,0.48664,0.50637,0.29876,1.61337,8.48176,1.59417,0.0003961,0.0003961,0.0003961
63,245.059,1.15544,5.7829,1.30737,0.61071,0.49685,0.50722,0.30212,1.65071,8.12495,1.65741,0.0003862,0.0003862,0.0003862
