epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,359.127,1.2926,6.85272,1.38056,0.50727,0.47719,0.42499,0.23045,1.71879,9.09099,1.66368,0.0005941,0.0005941,0.0005941
43,365.124,1.29469,6.52572,1.36006,0.61844,0.49568,0.46338,0.25368,1.7011,8.72545,1.64436,0.0005842,0.0005842,0.0005842
44,370.733,1.29014,6.34149,1.34168,0.56097,0.50383,0.43573,0.22996,1.68218,9.37476,1.6375,0.0005743,0.0005743,0.0005743
45,376.856,1.2745,6.67846,1.36113,0.78536,0.33873,0.40788,0.22701,1.68386,9.04246,1.62777,0.0005644,0.0005644,0.0005644
46,382.693,1.30046,6.64887,1.36611,0.65697,0.39088,0.40213,0.21819,1.71922,9.58463,1.69607,0.0005545,0.0005545,0.0005545
47,388.766,1.22341,6.28573,1.33134,0.49002,0.47307,0.39173,0.21978,1.61095,9.26832,1.63096,0.0005446,0.0005446,0.0005446
48,394.608,1.26116,6.44318,1.34163,0.50469,0.46266,0.39385,0.23107,1.60529,8.9631,1.5785,0.0005347,0.0005347,0.0005347
49,400.687,1.18734,5.87186,1.30239,0.76826,0.35093,0.39206,0.23176,1.58448,9.63618,1.56415,0.0005248,0.0005248,0.0005248
50,406.655,1.27775,6.41408,1.36416,0.75054,0.39224,0.44661,0.2293,1.70718,8.9732,1.63765,0.0005149,0.0005149,0.0005149
51,412.743,1.2566,6.28465,1.36503,0.62523,0.46068,0.50627,0.30153,1.60121,7.86446,1.61871,0.000505,0.000505,0.000505
52,418.565,1.19712,5.99935,1.3053,0.53895,0.59937,0.41447,0.23283,1.62901,8.83624,1.62932,0.0004951,0.0004951,0.0004951
53,424.638,1.20827,6.1114,1.31301,0.47463,0.50239,0.3907,0.2096,1.72973,9.69197,1.68208,0.0004852,0.0004852,0.0004852
54,430.627,1.23121,6.1284,1.33095,0.75775,0.38479,0.42166,0.23865,1.66795,8.3251,1.63404,0.0004753,0.0004753,0.0004753
