epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,3.72251,1.97484,81.7566,1.82151,0,0,0,0,2.2484,23.7277,2.00558,0.0805422,9.77778e-05,9.77778e-05
2,7.10191,1.96648,41.699,1.96823,0,0,0,0,1.54154,23.2738,1.60378,0.0606403,0.00019582,0.00019582
3,10.466,1.69912,38.0729,1.69297,0.01857,0.13889,0.06568,0.02183,1.57771,23.2813,1.77502,0.0407363,0.000291882,0.000291882
4,13.8251,1.96232,36.2365,1.87701,0.29355,0.05556,0.09312,0.06476,1.59759,20.5473,1.94735,0.0208304,0.000385964,0.000385964
5,17.1824,1.89026,29.3942,1.77904,0.0261,0.13889,0.02217,0.00742,1.98264,23.4993,2.20551,0.00092251,0.000478066,0.000478066
6,20.507,1.81883,29.0997,1.72218,0.06531,0.15476,0.07727,0.03786,1.80549,22.1973,1.91284,0.00047525,0.00047525,0.00047525
7,23.8884,1.82297,27.1036,1.87004,0.62232,0.15476,0.11369,0.05394,1.84531,44.5148,2.10182,0.0004703,0.0004703,0.0004703
8,27.2704,1.8641,25.5514,1.89888,0.51778,0.07937,0.07579,0.03625,1.73515,20.0103,1.87464,0.00046535,0.00046535,0.00046535
9,30.6066,1.75853,25.7387,1.71015,0.08099,0.07937,0.06608,0.02871,1.67231,18.9274,1.72453,0.0004604,0.0004604,0.0004604
10,34.1217,1.67489,27.204,1.57508,0.26246,0.07937,0.0616,0.02672,1.65706,19.4664,1.75773,0.00045545,0.00045545,0.00045545
11,37.4807,1.71079,23.158,1.71223,0.26925,0.16835,0.12536,0.04601,1.7602,19.4656,1.8852,0.0004505,0.0004505,0.0004505
12,40.8572,1.87728,23.8834,1.86895,0.50517,0.16101,0.17175,0.06062,1.66804,23.5572,1.69989,0.00044555,0.00044555,0.00044555
13,44.2369,1.88549,24.9165,1.90109,0.14054,0.02381,0.04224,0.01915,1.93971,74.815,1.93841,0.0004406,0.0004406,0.0004406
14,47.5933,1.91517,22.1822,1.89751,0.46708,0.15476,0.12129,0.03861,1.59905,18.3025,1.77554,0.00043565,0.00043565,0.00043565
15,50.9479,1.83366,23.2247,1.82884,0.12172,0.18651,0.12505,0.04562,1.49932,17.0709,1.60387,0.0004307,0.0004307,0.0004307
16,54.3385,1.86442,21.3196,1.85765,0.2221,0.04762,0.04712,0.02012,1.7375,18.9508,1.86519,0.00042575,0.00042575,0.00042575
17,57.7418,1.76785,17.2452,1.83837,0.57607,0.10314,0.12255,0.0296,1.65785,22.1741,1.82133,0.0004208,0.0004208,0.0004208
18,61.1565,1.61351,19.0714,1.69517,0.51519,0.26984,0.15825,0.04957,1.71243,19.4136,1.79878,0.00041585,0.00041585,0.00041585
19,64.5159,1.62321,19.6342,1.73459,0.51673,0.18651,0.15221,0.05379,1.77747,18.0262,1.86391,0.0004109,0.0004109,0.0004109
20,68.0259,1.83086,22.529,1.8416,0.26949,0.10317,0.11739,0.0422,1.74045,20.3324,1.75854,0.00040595,0.00040595,0.00040595
21,71.5132,1.72998,20.3406,1.73436,0.49021,0.04762,0.08387,0.04027,1.82217,20.8131,1.78237,0.000401,0.000401,0.000401
22,75.0108,1.54208,21.3076,1.55017,0.45543,0.22816,0.20854,0.09681,1.68624,15.6147,1.74308,0.00039605,0.00039605,0.00039605
23,80.2756,1.76797,19.8736,1.77365,0.33115,0.26241,0.22122,0.0888,1.72486,16.1795,1.80762,0.0003911,0.0003911,0.0003911
24,88.7322,1.9406,20.9109,1.82548,0.30252,0.36905,0.1481,0.06514,1.73595,18.5687,1.81871,0.00038615,0.00038615,0.00038615
25,97.1124,1.39697,16.769,1.47319,0.45745,0.19159,0.1601,0.08439,1.61633,16.7884,1.76467,0.0003812,0.0003812,0.0003812
26,105.545,1.73264,19.6756,1.69142,0.41124,0.20238,0.14826,0.06166,1.63104,17.2466,1.73879,0.00037625,0.00037625,0.00037625
27,113.99,1.83822,18.2379,1.77614,0.54605,0.12716,0.17028,0.06835,1.73359,17.7483,1.75811,0.0003713,0.0003713,0.0003713
28,122.456,1.70718,18.1443,1.70842,0.53896,0.13095,0.16221,0.05546,1.67904,18.3336,1.73809,0.00036635,0.00036635,0.00036635
29,131.176,1.76148,18.6852,1.83332,0.22396,0.09524,0.11693,0.0471,1.69203,17.8418,1.75003,0.0003614,0.0003614,0.0003614
30,139.57,1.63973,17.3691,1.5899,0.28122,0.2897,0.15329,0.05778,1.79586,16.0757,1.82188,0.00035645,0.00035645,0.00035645
31,147.981,1.55797,16.3073,1.53519,0.35127,0.28968,0.1798,0.07192,1.94448,28.4475,1.88671,0.0003515,0.0003515,0.0003515
32,156.371,1.57512,17.5791,1.57105,0.44651,0.28968,0.27746,0.12972,1.56279,17.0991,1.57735,0.00034655,0.00034655,0.00034655
33,164.772,1.73428,16.6274,1.70889,0.39902,0.26587,0.2263,0.09749,1.54708,16.6791,1.59641,0.0003416,0.0003416,0.0003416
34,173.125,1.49623,16.2355,1.55833,0.32288,0.29839,0.18725,0.08274,1.62067,15.1331,1.65186,0.00033665,0.00033665,0.00033665
35,181.528,1.65347,16.2786,1.68693,0.39903,0.18254,0.1727,0.06531,1.84137,15.8008,1.78919,0.0003317,0.0003317,0.0003317
36,189.984,1.84375,16.5703,1.79951,0.36828,0.15873,0.17442,0.06054,1.79878,18.7914,1.78144,0.00032675,0.00032675,0.00032675
37,198.397,1.5391,15.9811,1.59394,0.33505,0.23065,0.21476,0.10209,1.69759,19.1564,1.71243,0.0003218,0.0003218,0.0003218
38,206.819,1.79339,17.52,1.83961,0.3069,0.10317,0.2006,0.10652,1.68985,16.8739,1.77786,0.00031685,0.00031685,0.00031685
39,215.21,1.56682,14.7695,1.67536,0.0421,0.75,0.14245,0.0648,1.60956,16.9,1.73817,0.0003119,0.0003119,0.0003119
40,223.607,1.56602,13.5878,1.57469,0.25888,0.18254,0.1703,0.08303,1.56264,15.6296,1.68492,0.00030695,0.00030695,0.00030695
41,231.977,1.41862,14.7896,1.4892,0.37696,0.18254,0.20957,0.09955,1.52261,15.6672,1.60045,0.000302,0.000302,0.000302
42,240.401,1.54422,15.2788,1.57379,0.28601,0.39683,0.19937,0.10411,1.51384,19.7588,1.56867,0.00029705,0.00029705,0.00029705
43,248.816,1.49581,12.8776,1.50494,0.43681,0.31746,0.17499,0.08295,1.54489,19.0027,1.59964,0.0002921,0.0002921,0.0002921
44,257.295,1.52682,14.5723,1.66213,0.33807,0.29464,0.18952,0.09355,1.64233,15.6115,1.65742,0.00028715,0.00028715,0.00028715
45,262.802,1.56102,15.1542,1.55619,0.37598,0.28528,0.19128,0.0896,1.74697,14.9969,1.84762,0.0002822,0.0002822,0.0002822
46,265.704,1.37676,12.1985,1.50938,0.33949,0.20238,0.20043,0.08989,1.70867,14.9597,1.83645,0.00027725,0.00027725,0.00027725
47,268.609,1.51033,15.6443,1.51906,0.50266,0.17451,0.19442,0.0887,1.6896,15.0239,1.83274,0.0002723,0.0002723,0.0002723
48,271.541,1.65264,14.8739,1.63871,0.3662,0.3373,0.22374,0.10693,1.70984,16.1712,1.72077,0.00026735,0.00026735,0.00026735
49,274.457,1.47809,13.4208,1.56376,0.36945,0.22809,0.25304,0.13281,1.5313,14.1568,1.57803,0.0002624,0.0002624,0.0002624
50,277.387,1.38991,14.0394,1.44386,0.32208,0.37545,0.21379,0.11692,1.54049,15.0904,1.61084,0.00025745,0.00025745,0.00025745
51,280.298,1.47675,15.1203,1.51005,0.32596,0.31349,0.23317,0.1267,1.5674,16.7194,1.58347,0.0002525,0.0002525,0.0002525
52,283.226,1.38,13.0223,1.4414,0.32342,0.25794,0.23375,0.1356,1.37913,16.4157,1.50803,0.00024755,0.00024755,0.00024755
53,286.161,1.5885,15.9851,1.57007,0.38461,0.35985,0.23159,0.13666,1.44836,15.8234,1.48174,0.0002426,0.0002426,0.0002426
54,289.064,1.32991,12.6162,1.34392,0.42029,0.39286,0.26106,0.1427,1.4645,18.6343,1.51958,0.00023765,0.00023765,0.00023765
55,291.976,1.57645,16.7192,1.557,0.34318,0.39286,0.23922,0.13372,1.53813,18.0182,1.5869,0.0002327,0.0002327,0.0002327
56,294.903,1.43301,13.6161,1.51601,0.53735,0.27933,0.24334,0.14245,1.57196,18.0966,1.62736,0.00022775,0.00022775,0.00022775
