epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4.54404,1.9183,11.8913,1.76323,0.77563,0.21284,0.27106,0.14201,1.93128,11.286,1.81165,0.080425,0.000197727,0.000197727
2,8.74116,1.91999,9.55756,1.7393,0.23879,0.53491,0.25053,0.14176,1.89231,68.2442,1.86612,0.0606171,0.000389852,0.000389852
3,13.1906,1.78486,8.43053,1.69472,0.44989,0.28437,0.3622,0.17808,1.74801,9.70476,1.76273,0.0408013,0.000574057,0.000574057
4,17.5968,1.90686,8.71816,1.7848,0.42272,0.43056,0.45955,0.22033,2.06854,9.57921,2.04157,0.0209776,0.000750342,0.000750342
5,21.8027,1.86064,8.04392,1.70731,0.32366,0.52922,0.40155,0.16948,1.97004,16.7998,1.95522,0.00114598,0.000918707,0.000918707
6,26.0668,1.81577,8.09249,1.7091,0.52224,0.48798,0.50749,0.27711,1.77147,7.15786,1.76928,0.000901,0.000901,0.000901
7,30.5038,1.7332,7.19947,1.63593,0.73626,0.42575,0.49968,0.25681,1.85255,8.03615,1.81253,0.0008812,0.0008812,0.0008812
8,34.7246,1.70995,7.11406,1.63452,0.33975,0.43268,0.34646,0.16272,1.86896,8.28053,1.78595,0.0008614,0.0008614,0.0008614
9,38.9506,1.69077,7.05887,1.63594,0.40686,0.51851,0.47933,0.25852,1.81067,7.67905,1.80367,0.0008416,0.0008416,0.0008416
10,43.1747,1.61541,6.45301,1.53521,0.44854,0.57329,0.55381,0.29874,1.79168,7.68768,1.75225,0.0008218,0.0008218,0.0008218
11,47.469,1.66997,6.50191,1.6072,0.4757,0.67005,0.63969,0.33005,1.7253,6.26581,1.64782,0.000802,0.000802,0.000802
12,51.8959,1.6569,6.32746,1.58169,0.52087,0.51473,0.55138,0.26896,1.85252,6.71239,1.78941,0.0007822,0.0007822,0.0007822
13,56.1555,1.57523,6.09432,1.54518,0.62654,0.64811,0.61772,0.29192,1.84754,6.00108,1.75711,0.0007624,0.0007624,0.0007624
14,60.391,1.53909,5.69693,1.52345,0.65757,0.65624,0.63199,0.33927,1.81135,6.24568,1.78818,0.0007426,0.0007426,0.0007426
15,64.7052,1.58202,5.91352,1.60347,0.59538,0.62295,0.65627,0.36177,1.73043,5.80258,1.71652,0.0007228,0.0007228,0.0007228
16,69.009,1.45893,5.40601,1.48973,0.62322,0.66521,0.7105,0.42088,1.57075,5.37348,1.59533,0.000703,0.000703,0.000703
17,73.3104,1.49471,5.23089,1.53686,0.5588,0.63705,0.61962,0.33124,1.72796,5.74488,1.68399,0.0006832,0.0006832,0.0006832
18,77.5413,1.4698,5.12911,1.47131,0.68683,0.70526,0.69965,0.34891,1.79264,5.43235,1.74935,0.0006634,0.0006634,0.0006634
19,81.7534,1.45627,5.16486,1.47852,0.72549,0.66725,0.72749,0.37079,1.78268,5.53981,1.73138,0.0006436,0.0006436,0.0006436
20,85.9311,1.46576,5.05936,1.48098,0.68759,0.7507,0.73341,0.40233,1.72408,5.17789,1.67671,0.0006238,0.0006238,0.0006238
21,90.3264,1.42757,4.82386,1.44202,0.56906,0.71276,0.7226,0.39557,1.67012,4.89086,1.61993,0.000604,0.000604,0.000604
22,94.5649,1.40827,4.84552,1.4264,0.7757,0.57211,0.68874,0.37034,1.6606,5.92227,1.67259,0.0005842,0.0005842,0.0005842
