epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,102.684,1.45043,8.31344,1.49267,0.76156,0.35028,0.4078,0.21394,1.78383,10.4657,1.72948,0.0007525,0.0007525,0.0007525
27,106.535,1.42011,7.71244,1.46153,0.71123,0.36046,0.4564,0.25511,1.7565,9.52902,1.79397,0.0007426,0.0007426,0.0007426
28,110.354,1.46841,8.22841,1.51539,0.60081,0.43069,0.37864,0.20017,1.76464,9.97247,1.77371,0.0007327,0.0007327,0.0007327
29,114.345,1.45469,7.81527,1.49433,0.61776,0.42447,0.37077,0.20055,1.71567,10.4509,1.713,0.0007228,0.0007228,0.0007228
30,118.2,1.38788,7.46901,1.45538,0.83822,0.3083,0.38022,0.22117,1.66885,10.4268,1.69879,0.0007129,0.0007129,0.0007129
31,122.263,1.35772,7.42087,1.43055,0.64984,0.36822,0.41974,0.2433,1.70656,10.4141,1.72648,0.000703,0.000703,0.000703
32,126.232,1.32424,6.98115,1.39448,0.62254,0.46321,0.5532,0.32239,1.66522,9.11763,1.66824,0.0006931,0.0006931,0.0006931
33,130.096,1.36986,7.23097,1.43124,0.52327,0.47221,0.53586,0.32074,1.61611,10.5854,1.65449,0.0006832,0.0006832,0.0006832
34,133.946,1.33008,7.24749,1.41157,0.64997,0.48666,0.44584,0.22293,1.69509,9.07312,1.70188,0.0006733,0.0006733,0.0006733
35,137.756,1.3597,7.53519,1.44516,0.51882,0.38303,0.39259,0.21248,1.65107,10.5564,1.65589,0.0006634,0.0006634,0.0006634
36,141.62,1.37494,7.20188,1.42285,0.46919,0.512,0.47676,0.26145,1.79517,9.58636,1.7656,0.0006535,0.0006535,0.0006535
37,145.474,1.35234,7.03474,1.41933,0.67853,0.4307,0.46465,0.24537,1.78516,9.20257,1.75031,0.0006436,0.0006436,0.0006436
38,149.345,1.29793,6.77435,1.36878,0.50682,0.48952,0.41249,0.20644,1.80364,9.70774,1.73199,0.0006337,0.0006337,0.0006337
39,153.232,1.3096,6.61524,1.40265,0.53741,0.47515,0.46344,0.24847,1.77378,9.23976,1.7103,0.0006238,0.0006238,0.0006238
40,157.291,1.34511,7.22266,1.40085,0.57019,0.48799,0.47693,0.28463,1.58552,8.67306,1.59117,0.0006139,0.0006139,0.0006139
41,161.169,1.32331,6.93762,1.40393,0.70823,0.4008,0.47325,0.29151,1.52934,8.97108,1.5971,0.000604,0.000604,0.000604
42,165.119,1.30617,6.93808,1.40479,0.50221,0.49991,0.53377,0.31505,1.65188,9.66826,1.63399,0.0005941,0.0005941,0.0005941
43,168.959,1.28834,6.77378,1.37158,0.7504,0.48819,0.50344,0.28053,1.65478,8.16538,1.65858,0.0005842,0.0005842,0.0005842
44,172.793,1.3256,6.87703,1.38679,0.66029,0.44502,0.48836,0.28634,1.69066,9.29462,1.71005,0.0005743,0.0005743,0.0005743
45,176.626,1.24683,6.69311,1.35936,0.53295,0.48868,0.46392,0.26518,1.57785,8.88388,1.63157,0.0005644,0.0005644,0.0005644
46,180.513,1.26911,6.68202,1.35716,0.71527,0.40786,0.42184,0.22256,1.67728,9.36102,1.68225,0.0005545,0.0005545,0.0005545
47,184.357,1.23073,6.19781,1.32585,0.57066,0.51964,0.43454,0.25373,1.58638,8.12128,1.65055,0.0005446,0.0005446,0.0005446
48,188.35,1.25426,6.10191,1.34584,0.57573,0.53931,0.46057,0.27066,1.5848,8.48354,1.62275,0.0005347,0.0005347,0.0005347
49,192.314,1.17421,5.82325,1.31114,0.82644,0.35402,0.43985,0.24899,1.6319,8.87687,1.648,0.0005248,0.0005248,0.0005248
50,196.148,1.24254,6.16576,1.34422,0.52194,0.54543,0.42829,0.23728,1.67113,8.75875,1.68682,0.0005149,0.0005149,0.0005149
51,200.045,1.22749,5.95722,1.36156,0.58086,0.51662,0.50366,0.29169,1.59489,8.37662,1.62461,0.000505,0.000505,0.000505
52,203.937,1.19095,5.87647,1.31722,0.69461,0.45478,0.46282,0.23334,1.86311,8.46266,1.83386,0.0004951,0.0004951,0.0004951
53,207.771,1.24994,6.22423,1.36159,0.49452,0.7248,0.62099,0.3419,1.72395,8.23528,1.73483,0.0004852,0.0004852,0.0004852
54,211.666,1.24966,5.91379,1.35721,0.6164,0.55293,0.5999,0.34481,1.71895,8.38927,1.76735,0.0004753,0.0004753,0.0004753
55,215.582,1.18985,5.97675,1.3144,0.68009,0.54247,0.63573,0.36304,1.69457,8.48732,1.7095,0.0004654,0.0004654,0.0004654
56,219.622,1.2503,6.2843,1.36298,0.61234,0.54251,0.53648,0.31976,1.59058,7.93587,1.61222,0.0004555,0.0004555,0.0004555
57,223.616,1.14162,5.85569,1.28234,0.49562,0.47928,0.48794,0.28548,1.59341,9.09641,1.63506,0.0004456,0.0004456,0.0004456
58,227.423,1.23588,6.08314,1.34188,0.51551,0.6823,0.53907,0.30733,1.6854,8.80289,1.68233,0.0004357,0.0004357,0.0004357
59,231.212,1.19189,5.97117,1.33026,0.46312,0.68901,0.52446,0.3024,1.61161,8.90282,1.63908,0.0004258,0.0004258,0.0004258
60,235.116,1.19385,5.81447,1.29608,0.74928,0.43281,0.56026,0.3295,1.58936,8.52477,1.59898,0.0004159,0.0004159,0.0004159
61,238.984,1.15127,5.57701,1.28442,0.40847,0.58476,0.54456,0.29749,1.60813,8.40839,1.59206,0.000406,0.000406,0.000406
62,242.876,1.18706,5.87553,1.31881,0.57869,0.52124,0.46606,0.27089,1.54892,8.33036,1.55207,0.0003961,0.0003961,0.0003961
63,246.735,1.21922,5.76035,1.37214,0.72169,0.41927,0.47697,0.28254,1.59076,8.82081,1.61576,0.0003862,0.0003862,0.0003862
64,250.908,1.15026,5.56731,1.3173,0.52287,0.54461,0.54967,0.32212,1.56808,9.25732,1.59546,0.0003763,0.0003763,0.0003763
65,254.743,1.16069,5.7136,1.31254,0.76296,0.45985,0.46716,0.25499,1.67965,8.21721,1.68118,0.0003664,0.0003664,0.0003664
66,258.623,1.15577,5.48754,1.29041,0.60999,0.55769,0.50473,0.28843,1.61154,7.95759,1.6071,0.0003565,0.0003565,0.0003565
67,262.495,1.16108,5.54246,1.30534,0.58413,0.56265,0.48143,0.29177,1.53584,8.39094,1.57242,0.0003466,0.0003466,0.0003466
68,266.489,1.20925,5.70082,1.35072,0.64126,0.52779,0.52962,0.28597,1.70882,8.34471,1.70794,0.0003367,0.0003367,0.0003367
69,270.523,1.12331,5.24983,1.30187,0.60169,0.54198,0.48037,0.28917,1.54453,8.38302,1.57215,0.0003268,0.0003268,0.0003268
70,274.773,1.13268,5.85122,1.30225,0.574,0.49873,0.5727,0.35652,1.52749,8.30766,1.537,0.0003169,0.0003169,0.0003169
71,279.002,1.09286,5.10466,1.24773,0.74351,0.50589,0.64689,0.40407,1.58616,8.11467,1.61208,0.000307,0.000307,0.000307
72,283.19,1.1049,5.60079,1.26794,0.72475,0.54006,0.65415,0.40958,1.62654,7.89007,1.64392,0.0002971,0.0002971,0.0002971
73,287.248,1.0812,4.90414,1.25499,0.62817,0.59175,0.52034,0.31758,1.58672,7.97363,1.62181,0.0002872,0.0002872,0.0002872
74,291.48,1.08889,5.1402,1.26093,0.6326,0.54881,0.58808,0.34101,1.66977,8.00625,1.70611,0.0002773,0.0002773,0.0002773
75,295.496,1.08708,5.04032,1.25141,0.74509,0.57187,0.59713,0.36323,1.56767,7.60916,1.66058,0.0002674,0.0002674,0.0002674
76,299.717,1.08079,5.48325,1.25279,0.70548,0.62318,0.64091,0.40036,1.56421,7.19136,1.67884,0.0002575,0.0002575,0.0002575
77,303.999,1.13418,5.29535,1.28999,0.67531,0.55656,0.57247,0.34657,1.59686,7.90899,1.66869,0.0002476,0.0002476,0.0002476
78,308.263,1.08295,5.06968,1.26089,0.64722,0.63579,0.55188,0.33059,1.6151,7.53163,1.66716,0.0002377,0.0002377,0.0002377
79,312.608,1.05404,4.78844,1.23829,0.65346,0.52638,0.52388,0.30848,1.58203,7.35784,1.6676,0.0002278,0.0002278,0.0002278
80,316.845,1.03887,4.79078,1.239,0.64036,0.58466,0.54435,0.32416,1.65769,7.6348,1.7182,0.0002179,0.0002179,0.0002179
81,321.084,1.11147,4.93198,1.27265,0.65039,0.57318,0.55215,0.31594,1.69464,7.45082,1.73208,0.000208,0.000208,0.000208
82,325.379,1.04954,4.77873,1.22939,0.64055,0.52753,0.54265,0.32818,1.60832,7.49031,1.67108,0.0001981,0.0001981,0.0001981
83,329.565,1.08922,4.91228,1.25329,0.67916,0.51949,0.51348,0.30164,1.6758,7.3856,1.71597,0.0001882,0.0001882,0.0001882
84,333.75,1.03985,4.70457,1.24502,0.66359,0.52336,0.49676,0.28296,1.69014,7.7717,1.68599,0.0001783,0.0001783,0.0001783
85,337.979,1.03658,4.58207,1.23486,0.74337,0.56182,0.56346,0.3472,1.58756,7.05292,1.63205,0.0001684,0.0001684,0.0001684
86,342.216,1.06577,4.88465,1.23683,0.63977,0.55669,0.63499,0.38443,1.63556,7.5542,1.63652,0.0001585,0.0001585,0.0001585
87,346.506,1.05072,4.83385,1.24689,0.62756,0.60729,0.60984,0.36539,1.64092,7.3439,1.66946,0.0001486,0.0001486,0.0001486
88,350.735,1.07282,4.96084,1.23887,0.651,0.58898,0.57085,0.32525,1.77593,7.01051,1.78943,0.0001387,0.0001387,0.0001387
89,354.965,1.0586,4.69792,1.23588,0.56328,0.61427,0.60333,0.35313,1.65978,7.1471,1.70322,0.0001288,0.0001288,0.0001288
90,359.454,1.06266,4.68132,1.25729,0.44517,0.78417,0.59486,0.34734,1.71976,7.40566,1.71299,0.0001189,0.0001189,0.0001189
91,363.901,1.34812,6.5003,1.46746,0.71074,0.53873,0.5454,0.33765,1.53267,6.94792,1.60492,0.000109,0.000109,0.000109
92,368.222,1.32421,5.7746,1.48671,0.71881,0.52784,0.55208,0.32881,1.57323,7.22003,1.61434,9.91e-05,9.91e-05,9.91e-05
93,372.427,1.30474,6.01672,1.44159,0.81562,0.48153,0.57644,0.34104,1.5838,7.54988,1.60291,8.92e-05,8.92e-05,8.92e-05
94,376.64,1.2925,5.46047,1.42907,0.81552,0.51301,0.62409,0.38569,1.52436,6.66137,1.55392,7.93e-05,7.93e-05,7.93e-05
95,380.879,1.27509,5.29052,1.42159,0.78493,0.54863,0.6021,0.36345,1.54651,6.76944,1.56485,6.94e-05,6.94e-05,6.94e-05
96,385.139,1.28921,5.22201,1.41234,0.78097,0.56345,0.62378,0.36773,1.60277,6.67437,1.59536,5.95e-05,5.95e-05,5.95e-05
97,389.362,1.27624,5.1703,1.41507,0.82024,0.53493,0.62379,0.38727,1.58333,6.71776,1.59696,4.96e-05,4.96e-05,4.96e-05
