epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,150.099,1.58201,14.9627,1.64942,0.63986,0.36905,0.29938,0.10646,1.74108,18.3986,1.71586,0.00029705,0.00029705,0.00029705
43,154.081,1.51158,14.3188,1.62401,0.40549,0.39286,0.25161,0.076,1.7229,21.4733,1.72055,0.0002921,0.0002921,0.0002921
44,157.588,1.6061,14.8944,1.62622,0.55077,0.34127,0.20009,0.09013,1.68927,16.153,1.68761,0.00028715,0.00028715,0.00028715
45,160.962,1.62301,16.3216,1.61046,0.60682,0.2331,0.25701,0.11909,1.8002,15.9088,1.7321,0.0002822,0.0002822,0.0002822
46,164.428,1.45869,13.4396,1.5388,0.31156,0.37501,0.24578,0.09173,2.00082,22.5898,1.91296,0.00027725,0.00027725,0.00027725
47,167.781,1.4573,12.9869,1.51373,0.34584,0.48842,0.25774,0.10395,1.80574,21.0676,1.7452,0.0002723,0.0002723,0.0002723
48,171.323,1.54059,15.6791,1.57124,0.38624,0.39286,0.24581,0.08702,1.69158,20.6815,1.6772,0.00026735,0.00026735,0.00026735
49,174.929,1.4933,13.0223,1.5786,0.56021,0.28571,0.24885,0.1103,1.88656,21.0208,1.85084,0.0002624,0.0002624,0.0002624
50,178.365,1.42519,12.9951,1.53985,0.60968,0.36905,0.2507,0.12184,1.93184,21.2716,1.88966,0.00025745,0.00025745,0.00025745
51,182.226,1.73236,15.7589,1.70001,0.50259,0.31918,0.18395,0.07748,1.76633,18.8311,1.73389,0.0002525,0.0002525,0.0002525
52,186.03,1.52703,15.0676,1.53938,0.47058,0.2526,0.14623,0.06854,1.57262,17.3442,1.57463,0.00024755,0.00024755,0.00024755
53,189.748,1.58845,15.0831,1.58997,0.55143,0.26587,0.21798,0.11478,1.42205,18.8666,1.48761,0.0002426,0.0002426,0.0002426
54,193.516,1.36678,13.2477,1.36667,0.59715,0.25794,0.12981,0.06536,1.55484,26.3243,1.59557,0.00023765,0.00023765,0.00023765
55,197.367,1.35339,12.2414,1.42204,0.40577,0.25794,0.13823,0.06625,1.5802,26.47,1.60753,0.0002327,0.0002327,0.0002327
56,201.206,1.45572,14.3819,1.51282,0.60214,0.24424,0.14975,0.06385,1.65291,30.2812,1.61378,0.00022775,0.00022775,0.00022775
57,205.05,1.42403,12.7467,1.45431,0.3039,0.39683,0.1544,0.07548,1.53498,44.4975,1.52621,0.0002228,0.0002228,0.0002228
58,209.059,1.50264,14.4378,1.55181,0.35808,0.39385,0.20899,0.10558,1.61325,29.3817,1.55888,0.00021785,0.00021785,0.00021785
59,212.862,1.44011,12.3592,1.56431,0.72649,0.22465,0.25279,0.12183,1.71583,17.897,1.64897,0.0002129,0.0002129,0.0002129
60,216.653,1.46318,12.3173,1.52943,0.74463,0.2032,0.22438,0.11466,1.73307,17.9341,1.698,0.00020795,0.00020795,0.00020795
61,220.452,1.57064,13.7096,1.57388,0.58583,0.25205,0.2391,0.11329,1.70444,19.5489,1.67646,0.000203,0.000203,0.000203
62,224.224,1.26402,11.351,1.37714,0.56976,0.22702,0.23036,0.11985,1.63941,18.6024,1.64991,0.00019805,0.00019805,0.00019805
63,227.981,1.3128,12.2516,1.40387,0.54865,0.28101,0.23241,0.11825,1.58272,18.8017,1.64959,0.0001931,0.0001931,0.0001931
