epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
75,282.408,1.4273,12.4818,1.54108,0.52688,0.23016,0.21085,0.09786,1.65509,21.1757,1.81631,0.0001337,0.0001337,0.0001337
76,286.124,1.34799,11.6672,1.58746,0.34491,0.20635,0.19723,0.08452,1.59436,19.0467,1.80067,0.00012875,0.00012875,0.00012875
77,290.067,1.61284,13.3516,1.7854,0.35983,0.20635,0.20825,0.09236,1.6267,22.902,1.80217,0.0001238,0.0001238,0.0001238
78,293.917,1.49532,11.6289,1.74872,0.36963,0.23016,0.23332,0.10804,1.68623,22.0128,1.8008,0.00011885,0.00011885,0.00011885
79,297.712,1.36276,12.0564,1.54828,0.38291,0.20635,0.25645,0.12293,1.68114,21.6628,1.81526,0.0001139,0.0001139,0.0001139
80,301.647,1.40589,10.7861,1.51156,0.37838,0.20635,0.25419,0.13668,1.65799,18.5347,1.79552,0.00010895,0.00010895,0.00010895
81,305.478,1.35524,10.1371,1.59468,0.39639,0.20635,0.25406,0.12654,1.59162,19.0539,1.75755,0.000104,0.000104,0.000104
82,309.357,1.35061,10.341,1.59655,0.37505,0.20635,0.22882,0.11041,1.55324,23.0137,1.74736,9.905e-05,9.905e-05,9.905e-05
83,313.087,1.5591,11.0155,1.73778,0.53836,0.18254,0.24569,0.11851,1.55695,21.5224,1.77569,9.41e-05,9.41e-05,9.41e-05
84,316.834,1.50553,11.3428,1.68842,0.35145,0.20635,0.24886,0.12132,1.57568,19.759,1.77886,8.915e-05,8.915e-05,8.915e-05
85,320.557,1.3254,9.77554,1.47509,0.39839,0.20635,0.24323,0.13094,1.61435,19.1087,1.80464,8.42e-05,8.42e-05,8.42e-05
86,324.309,1.5083,11.0237,1.70361,0.38344,0.18254,0.24145,0.13348,1.58653,16.2794,1.81479,7.925e-05,7.925e-05,7.925e-05
87,328.033,1.31875,11.6552,1.60449,0.39714,0.18254,0.24174,0.13538,1.52704,16.4046,1.78028,7.43e-05,7.43e-05,7.43e-05
88,331.82,1.3036,10.3559,1.53412,0.40063,0.18254,0.24524,0.1388,1.51946,16.3116,1.76896,6.935e-05,6.935e-05,6.935e-05
89,335.586,1.45115,10.5704,1.66409,0.37238,0.18823,0.23494,0.13424,1.52801,18.2579,1.75689,6.44e-05,6.44e-05,6.44e-05
90,339.354,1.50718,11.114,1.72173,0.39991,0.20635,0.22211,0.12649,1.54788,19.464,1.76913,5.945e-05,5.945e-05,5.945e-05
91,343.881,1.30993,11.8775,1.59534,0.31586,0.35789,0.23578,0.1141,1.56332,17.7814,1.82622,5.45e-05,5.45e-05,5.45e-05
92,347.562,1.30977,11.1223,1.63897,0.32095,0.36905,0.24516,0.11685,1.53362,17.1136,1.81378,4.955e-05,4.955e-05,4.955e-05
93,351.303,1.33451,11.49,1.57046,0.32443,0.36905,0.25099,0.11697,1.52671,17.1908,1.80097,4.46e-05,4.46e-05,4.46e-05
94,355.009,1.29281,10.0863,1.55472,0.35374,0.3602,0.25427,0.11589,1.52791,17.6098,1.79858,3.965e-05,3.965e-05,3.965e-05
